course_id,course_title,course_description,career_path,career_level,sector,job_role,primary_skill,secondary_skills,difficulty_level,duration_hours,provider,prerequisites,learning_outcomes,career_progression_target
C0121,Junior Product Analyst - Practical Applications,Comprehensive entry-level course for Junior Product Analyst professionals focusing on Systems Thinking and related competencies,Product Management,entry,Arts,Junior Product Analyst,Systems Thinking,"Food Safety Management, Lesson Planning, Equipment Maintenance and Housekeeping",Beginner,21,Coursera,None,"Master Systems Thinking, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0122,Product Manager - Fundamentals,Comprehensive mid-level course for Product Manager professionals focusing on Food Safety Management and related competencies,Product Management,mid,Arts,Product Manager,Food Safety Management,"Arts Curriculum Design, Aircraft Sensing Components Maintenance, Business Acumen, Systems Thinking, Programming and Coding, Green Manufacturing Design and Implementation, Data Analytics",Intermediate,59,MasterClass,Completion of mid level requirements,"Master Food Safety Management, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0123,Product Manager - Advanced Concepts,Comprehensive mid-level course for Product Manager professionals focusing on Food Safety Management and related competencies,Product Management,mid,Agrifood,Product Manager,Food Safety Management,"Business Acumen, Green Manufacturing Design and Implementation, Programming and Coding, Arts Curriculum Design",Advanced,53,Coursera,Completion of mid level requirements,"Master Food Safety Management, develop 4 supporting skills, advance to mid proficiency",Senior level roles
C0124,Product Manager - Practical Applications,Comprehensive mid-level course for Product Manager professionals focusing on Cyber Security and related competencies,Product Management,mid,Arts,Product Manager,Cyber Security,"Programming and Coding, Data Analytics, Green Manufacturing Design and Implementation, Business Acumen, Arts Curriculum Design, Systems Thinking, Aircraft Sensing Components Maintenance",Intermediate,47,Pluralsight,Completion of mid level requirements,"Master Cyber Security, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0125,Product Manager - Leadership Skills,Comprehensive mid-level course for Product Manager professionals focusing on Project Execution and Control and related competencies,Product Management,mid,Agrifood,Product Manager,Project Execution and Control,"Green Manufacturing Design and Implementation, Aircraft Sensing Components Maintenance, Business Acumen, Data Analytics, Programming and Coding, Arts Curriculum Design, Systems Thinking",Advanced,45,Pluralsight,Completion of mid level requirements,"Master Project Execution and Control, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0126,Senior Product Manager - Fundamentals,Comprehensive mid-level course for Senior Product Manager professionals focusing on Financial Modelling and related competencies,Product Management,mid,Accountancy,Senior Product Manager,Financial Modelling,"Data Analytics, Arts Curriculum Design, Business Acumen, Programming and Coding, Systems Thinking, Green Manufacturing Design and Implementation, Aircraft Sensing Components Maintenance",Intermediate,35,MasterClass,Completion of mid level requirements,"Master Financial Modelling, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0127,Senior Product Manager - Advanced Concepts,Comprehensive mid-level course for Senior Product Manager professionals focusing on Cyber Security and related competencies,Product Management,mid,Agrifood,Senior Product Manager,Cyber Security,"Programming and Coding, Data Analytics, Green Manufacturing Design and Implementation, Business Acumen, Systems Thinking",Intermediate,57,MasterClass,Completion of mid level requirements,"Master Cyber Security, develop 5 supporting skills, advance to mid proficiency",Senior level roles
C0128,Senior Product Manager - Practical Applications,Comprehensive mid-level course for Senior Product Manager professionals focusing on Cyber Security and related competencies,Product Management,mid,Accountancy,Senior Product Manager,Cyber Security,"Arts Curriculum Design, Business Acumen, Data Analytics, Green Manufacturing Design and Implementation, Aircraft Sensing Components Maintenance, Programming and Coding",Intermediate,54,LinkedIn Learning,Completion of mid level requirements,"Master Cyber Security, develop 6 supporting skills, advance to mid proficiency",Senior level roles
C0129,Senior Product Manager - Leadership Skills,Comprehensive mid-level course for Senior Product Manager professionals focusing on Project Execution and Control and related competencies,Product Management,mid,Agrifood,Senior Product Manager,Project Execution and Control,"Aircraft Sensing Components Maintenance, Data Analytics, Green Manufacturing Design and Implementation, Programming and Coding, Business Acumen",Advanced,67,Internal Training,Completion of mid level requirements,"Master Project Execution and Control, develop 5 supporting skills, advance to mid proficiency",Senior level roles
C0130,Product Owner - Fundamentals,Comprehensive mid-level course for Product Owner professionals focusing on Equipment Maintenance and Housekeeping and related competencies,Product Management,mid,Aerospace,Product Owner,Equipment Maintenance and Housekeeping,"Green Manufacturing Design and Implementation, Arts Curriculum Design, Programming and Coding, Aircraft Sensing Components Maintenance, Systems Thinking, Data Analytics, Business Acumen",Intermediate,57,External Certification,Completion of mid level requirements,"Master Equipment Maintenance and Housekeeping, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0131,Product Owner - Advanced Concepts,Comprehensive mid-level course for Product Owner professionals focusing on Food Safety Management and related competencies,Product Management,mid,Agrifood,Product Owner,Food Safety Management,"Programming and Coding, Business Acumen, Arts Curriculum Design, Green Manufacturing Design and Implementation, Data Analytics, Aircraft Sensing Components Maintenance",Advanced,75,Internal Training,Completion of mid level requirements,"Master Food Safety Management, develop 6 supporting skills, advance to mid proficiency",Senior level roles
C0132,Product Owner - Practical Applications,Comprehensive mid-level course for Product Owner professionals focusing on Food Safety Management and related competencies,Product Management,mid,Arts,Product Owner,Food Safety Management,"Systems Thinking, Arts Curriculum Design, Aircraft Sensing Components Maintenance, Green Manufacturing Design and Implementation, Data Analytics, Business Acumen, Programming and Coding",Advanced,72,MasterClass,Completion of mid level requirements,"Master Food Safety Management, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0133,Product Owner - Leadership Skills,Comprehensive mid-level course for Product Owner professionals focusing on Financial Modelling and related competencies,Product Management,mid,Arts,Product Owner,Financial Modelling,"Systems Thinking, Business Acumen, Aircraft Sensing Components Maintenance, Programming and Coding, Data Analytics, Green Manufacturing Design and Implementation, Arts Curriculum Design",Intermediate,50,MasterClass,Completion of mid level requirements,"Master Financial Modelling, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0134,Principal Product Manager - Fundamentals,Comprehensive senior-level course for Principal Product Manager professionals focusing on Cash Flow Management and related competencies,Product Management,senior,Agrifood,Principal Product Manager,Cash Flow Management,"Farm Biosecurity Compliance and Management, Multimedia Operations, Project Execution and Control, Aviation Legislation Compliance",Advanced,80,LinkedIn Learning,Completion of senior level requirements,"Master Cash Flow Management, develop 4 supporting skills, advance to senior proficiency",Leadership roles
C0135,Principal Product Manager - Advanced Concepts,Comprehensive senior-level course for Principal Product Manager professionals focusing on Risk Advisory and related competencies,Product Management,senior,Agrifood,Principal Product Manager,Risk Advisory,"Project Execution and Control, Cyber Security, Infrastructure Design, Aviation Legislation Compliance, Multimedia Operations, Farm Biosecurity Compliance and Management",Advanced,79,Pluralsight,Completion of senior level requirements,"Master Risk Advisory, develop 6 supporting skills, advance to senior proficiency",Leadership roles
C0136,Principal Product Manager - Practical Applications,Comprehensive senior-level course for Principal Product Manager professionals focusing on Cash Flow Management and related competencies,Product Management,senior,Accountancy,Principal Product Manager,Cash Flow Management,"Project Execution and Control, Financial Modelling, Infrastructure Design, Farm Biosecurity Compliance and Management, Cyber Security",Expert,84,Coursera,Completion of senior level requirements,"Master Cash Flow Management, develop 5 supporting skills, advance to senior proficiency",Leadership roles
C0137,Principal Product Manager - Leadership Skills,Comprehensive senior-level course for Principal Product Manager professionals focusing on Change Management and related competencies,Product Management,senior,Arts,Principal Product Manager,Change Management,"Cyber Security, Multimedia Operations, Project Execution and Control, Infrastructure Design, Aviation Legislation Compliance, Financial Modelling",Advanced,68,External Certification,Completion of senior level requirements,"Master Change Management, develop 6 supporting skills, advance to senior proficiency",Leadership roles
C0138,Principal Product Manager - Strategic Thinking,Comprehensive senior-level course for Principal Product Manager professionals focusing on Risk Advisory and related competencies,Product Management,senior,Accountancy,Principal Product Manager,Risk Advisory,"Cyber Security, Infrastructure Design, Financial Modelling, Project Execution and Control, Farm Biosecurity Compliance and Management, Aviation Legislation Compliance",Advanced,74,LinkedIn Learning,Completion of senior level requirements,"Master Risk Advisory, develop 6 supporting skills, advance to senior proficiency",Leadership roles
C0139,Group Product Manager - Fundamentals,Comprehensive senior-level course for Group Product Manager professionals focusing on Risk Advisory and related competencies,Product Management,senior,Aerospace,Group Product Manager,Risk Advisory,"Project Execution and Control, Multimedia Operations, Cyber Security, Infrastructure Design",Expert,99,Coursera,Completion of senior level requirements,"Master Risk Advisory, develop 4 supporting skills, advance to senior proficiency",Leadership roles
C0140,Group Product Manager - Advanced Concepts,Comprehensive senior-level course for Group Product Manager professionals focusing on Cash Flow Management and related competencies,Product Management,senior,Aerospace,Group Product Manager,Cash Flow Management,"Multimedia Operations, Aviation Legislation Compliance, Cyber Security, Infrastructure Design, Financial Modelling, Project Execution and Control, Farm Biosecurity Compliance and Management",Advanced,77,Udemy,Completion of senior level requirements,"Master Cash Flow Management, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0141,Group Product Manager - Practical Applications,Comprehensive senior-level course for Group Product Manager professionals focusing on Strategy Planning and related competencies,Product Management,senior,Accountancy,Group Product Manager,Strategy Planning,"Aviation Legislation Compliance, Financial Modelling, Project Execution and Control, Multimedia Operations, Infrastructure Design",Advanced,90,Internal Training,Completion of senior level requirements,"Master Strategy Planning, develop 5 supporting skills, advance to senior proficiency",Leadership roles
C0142,Group Product Manager - Leadership Skills,Comprehensive senior-level course for Group Product Manager professionals focusing on Disruption Management and related competencies,Product Management,senior,Agrifood,Group Product Manager,Disruption Management,"Farm Biosecurity Compliance and Management, Project Execution and Control, Aviation Legislation Compliance, Financial Modelling",Expert,94,edX,Completion of senior level requirements,"Master Disruption Management, develop 4 supporting skills, advance to senior proficiency",Leadership roles
C0143,Group Product Manager - Strategic Thinking,Comprehensive senior-level course for Group Product Manager professionals focusing on Risk Advisory and related competencies,Product Management,senior,Aerospace,Group Product Manager,Risk Advisory,"Aviation Legislation Compliance, Financial Modelling, Infrastructure Design, Farm Biosecurity Compliance and Management, Project Execution and Control, Multimedia Operations, Cyber Security",Advanced,87,Pluralsight,Completion of senior level requirements,"Master Risk Advisory, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0144,Product Lead - Fundamentals,Comprehensive senior-level course for Product Lead professionals focusing on Engagement Quality Control and related competencies,Product Management,senior,Arts,Product Lead,Engagement Quality Control,"Aviation Legislation Compliance, Financial Modelling, Project Execution and Control, Infrastructure Design, Farm Biosecurity Compliance and Management, Multimedia Operations, Cyber Security",Advanced,66,Udemy,Completion of senior level requirements,"Master Engagement Quality Control, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0145,Product Lead - Advanced Concepts,Comprehensive senior-level course for Product Lead professionals focusing on Strategy Planning and related competencies,Product Management,senior,Accountancy,Product Lead,Strategy Planning,"Aviation Legislation Compliance, Multimedia Operations, Financial Modelling, Cyber Security, Farm Biosecurity Compliance and Management, Infrastructure Design, Project Execution and Control",Expert,99,LinkedIn Learning,Completion of senior level requirements,"Master Strategy Planning, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0146,Product Lead - Practical Applications,Comprehensive senior-level course for Product Lead professionals focusing on Risk Advisory and related competencies,Product Management,senior,Accountancy,Product Lead,Risk Advisory,"Infrastructure Design, Financial Modelling, Farm Biosecurity Compliance and Management, Multimedia Operations, Project Execution and Control",Expert,109,MasterClass,Completion of senior level requirements,"Master Risk Advisory, develop 5 supporting skills, advance to senior proficiency",Leadership roles
C0147,Product Lead - Leadership Skills,Comprehensive senior-level course for Product Lead professionals focusing on Cash Flow Management and related competencies,Product Management,senior,Aerospace,Product Lead,Cash Flow Management,"Financial Modelling, Farm Biosecurity Compliance and Management, Cyber Security, Multimedia Operations, Infrastructure Design, Aviation Legislation Compliance, Project Execution and Control",Advanced,61,Internal Training,Completion of senior level requirements,"Master Cash Flow Management, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0148,Product Lead - Strategic Thinking,Comprehensive senior-level course for Product Lead professionals focusing on Cash Flow Management and related competencies,Product Management,senior,Accountancy,Product Lead,Cash Flow Management,"Financial Modelling, Farm Biosecurity Compliance and Management, Infrastructure Design, Cyber Security, Project Execution and Control, Aviation Legislation Compliance, Multimedia Operations",Expert,91,Udemy,Completion of senior level requirements,"Master Cash Flow Management, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0149,VP of Product - Fundamentals,Comprehensive lead-level course for VP of Product professionals focusing on Infocomm Security and Data Privacy and related competencies,Product Management,lead,Arts,VP of Product,Infocomm Security and Data Privacy,"Budgeting, Predictive Maintenance, Automated System Design, Multi-Camera Operations for Live Shows, Capital Raising, Accounting and Tax Systems",Master,164,Udemy,Completion of lead level requirements,"Master Infocomm Security and Data Privacy, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0150,VP of Product - Advanced Concepts,Comprehensive lead-level course for VP of Product professionals focusing on Sustainability Assurance and related competencies,Product Management,lead,Aerospace,VP of Product,Sustainability Assurance,"Automated System Design, Multi-Camera Operations for Live Shows, Budgeting, Capital Raising",Master,189,External Certification,Completion of lead level requirements,"Master Sustainability Assurance, develop 4 supporting skills, advance to lead proficiency",Executive positions
C0151,VP of Product - Practical Applications,Comprehensive lead-level course for VP of Product professionals focusing on Restructuring Insolvency Advisory and related competencies,Product Management,lead,Aerospace,VP of Product,Restructuring Insolvency Advisory,"Accounting and Tax Systems, Automated System Design, Capital Raising, Predictive Maintenance, Multi-Camera Operations for Live Shows, Budgeting",Master,148,Udemy,Completion of lead level requirements,"Master Restructuring Insolvency Advisory, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0152,VP of Product - Leadership Skills,Comprehensive lead-level course for VP of Product professionals focusing on Sustainability Assurance and related competencies,Product Management,lead,Aerospace,VP of Product,Sustainability Assurance,"Predictive Maintenance, Multi-Camera Operations for Live Shows, Capital Raising, Accounting and Tax Systems, Budgeting, Automated System Design",Master,178,Internal Training,Completion of lead level requirements,"Master Sustainability Assurance, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0153,VP of Product - Strategic Thinking,Comprehensive lead-level course for VP of Product professionals focusing on Finance Business Partnering and related competencies,Product Management,lead,Arts,VP of Product,Finance Business Partnering,"Predictive Maintenance, Accounting and Tax Systems, Multi-Camera Operations for Live Shows, Automated System Design, Budgeting",Master,169,Coursera,Completion of lead level requirements,"Master Finance Business Partnering, develop 5 supporting skills, advance to lead proficiency",Executive positions
C0154,VP of Product - Executive Excellence,Comprehensive lead-level course for VP of Product professionals focusing on Programme and Project Management and related competencies,Product Management,lead,Accountancy,VP of Product,Programme and Project Management,"Predictive Maintenance, Automated System Design, Budgeting, Accounting and Tax Systems, Multi-Camera Operations for Live Shows, Capital Raising",Master,130,Udemy,Completion of lead level requirements,"Master Programme and Project Management, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0155,Head of Product - Fundamentals,Comprehensive lead-level course for Head of Product professionals focusing on Restructuring Insolvency Advisory and related competencies,Product Management,lead,Arts,Head of Product,Restructuring Insolvency Advisory,"Budgeting, Capital Raising, Automated System Design, Multi-Camera Operations for Live Shows, Predictive Maintenance",Master,151,edX,Completion of lead level requirements,"Master Restructuring Insolvency Advisory, develop 5 supporting skills, advance to lead proficiency",Executive positions
C0156,Head of Product - Advanced Concepts,Comprehensive lead-level course for Head of Product professionals focusing on Finance Business Partnering and related competencies,Product Management,lead,Arts,Head of Product,Finance Business Partnering,"Budgeting, Automated System Design, Predictive Maintenance, Capital Raising, Multi-Camera Operations for Live Shows",Expert,112,LinkedIn Learning,Completion of lead level requirements,"Master Finance Business Partnering, develop 5 supporting skills, advance to lead proficiency",Executive positions
C0157,Head of Product - Practical Applications,Comprehensive lead-level course for Head of Product professionals focusing on Sustainability Assurance and related competencies,Product Management,lead,Agrifood,Head of Product,Sustainability Assurance,"Automated System Design, Predictive Maintenance, Multi-Camera Operations for Live Shows, Budgeting, Capital Raising, Accounting and Tax Systems",Master,132,LinkedIn Learning,Completion of lead level requirements,"Master Sustainability Assurance, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0158,Head of Product - Leadership Skills,Comprehensive lead-level course for Head of Product professionals focusing on Restructuring Insolvency Advisory and related competencies,Product Management,lead,Aerospace,Head of Product,Restructuring Insolvency Advisory,"Predictive Maintenance, Capital Raising, Accounting and Tax Systems, Budgeting, Multi-Camera Operations for Live Shows, Automated System Design",Expert,145,LinkedIn Learning,Completion of lead level requirements,"Master Restructuring Insolvency Advisory, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0159,Head of Product - Strategic Thinking,Comprehensive lead-level course for Head of Product professionals focusing on Sustainability Assurance and related competencies,Product Management,lead,Accountancy,Head of Product,Sustainability Assurance,"Accounting and Tax Systems, Predictive Maintenance, Capital Raising, Automated System Design, Budgeting, Multi-Camera Operations for Live Shows",Expert,132,Coursera,Completion of lead level requirements,"Master Sustainability Assurance, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0160,Head of Product - Executive Excellence,Comprehensive lead-level course for Head of Product professionals focusing on Programme and Project Management and related competencies,Product Management,lead,Aerospace,Head of Product,Programme and Project Management,"Capital Raising, Budgeting, Accounting and Tax Systems, Automated System Design, Predictive Maintenance, Multi-Camera Operations for Live Shows",Expert,131,Udemy,Completion of lead level requirements,"Master Programme and Project Management, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0161,Chief Product Officer - Fundamentals,Comprehensive lead-level course for Chief Product Officer professionals focusing on Infocomm Security and Data Privacy and related competencies,Product Management,lead,Aerospace,Chief Product Officer,Infocomm Security and Data Privacy,"Accounting and Tax Systems, Multi-Camera Operations for Live Shows, Budgeting, Capital Raising, Predictive Maintenance",Master,165,Udemy,Completion of lead level requirements,"Master Infocomm Security and Data Privacy, develop 5 supporting skills, advance to lead proficiency",Executive positions
C0162,Chief Product Officer - Advanced Concepts,Comprehensive lead-level course for Chief Product Officer professionals focusing on Restructuring Insolvency Advisory and related competencies,Product Management,lead,Accountancy,Chief Product Officer,Restructuring Insolvency Advisory,"Capital Raising, Multi-Camera Operations for Live Shows, Accounting and Tax Systems, Budgeting, Automated System Design, Predictive Maintenance",Expert,135,Coursera,Completion of lead level requirements,"Master Restructuring Insolvency Advisory, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0163,Chief Product Officer - Practical Applications,Comprehensive lead-level course for Chief Product Officer professionals focusing on Infocomm Security and Data Privacy and related competencies,Product Management,lead,Accountancy,Chief Product Officer,Infocomm Security and Data Privacy,"Automated System Design, Multi-Camera Operations for Live Shows, Budgeting, Capital Raising, Predictive Maintenance",Master,161,MasterClass,Completion of lead level requirements,"Master Infocomm Security and Data Privacy, develop 5 supporting skills, advance to lead proficiency",Executive positions
C0164,Chief Product Officer - Leadership Skills,Comprehensive lead-level course for Chief Product Officer professionals focusing on Valuation Conclusion and Reporting and related competencies,Product Management,lead,Aerospace,Chief Product Officer,Valuation Conclusion and Reporting,"Accounting and Tax Systems, Predictive Maintenance, Capital Raising, Multi-Camera Operations for Live Shows",Master,168,Pluralsight,Completion of lead level requirements,"Master Valuation Conclusion and Reporting, develop 4 supporting skills, advance to lead proficiency",Executive positions
C0165,Chief Product Officer - Strategic Thinking,Comprehensive lead-level course for Chief Product Officer professionals focusing on Programme and Project Management and related competencies,Product Management,lead,Accountancy,Chief Product Officer,Programme and Project Management,"Predictive Maintenance, Budgeting, Capital Raising, Automated System Design",Master,177,Udemy,Completion of lead level requirements,"Master Programme and Project Management, develop 4 supporting skills, advance to lead proficiency",Executive positions
C0166,Chief Product Officer - Executive Excellence,Comprehensive lead-level course for Chief Product Officer professionals focusing on Restructuring Insolvency Advisory and related competencies,Product Management,lead,Accountancy,Chief Product Officer,Restructuring Insolvency Advisory,"Capital Raising, Multi-Camera Operations for Live Shows, Automated System Design, Predictive Maintenance, Accounting and Tax Systems",Expert,145,edX,Completion of lead level requirements,"Master Restructuring Insolvency Advisory, develop 5 supporting skills, advance to lead proficiency",Executive positions
C0167,Junior DevOps Engineer - Fundamentals,Comprehensive entry-level course for Junior DevOps Engineer professionals focusing on Business Acumen and related competencies,DevOps Engineering,entry,Agrifood,Junior DevOps Engineer,Business Acumen,"Food Safety Management, Equipment Maintenance and Housekeeping, Lesson Planning",Beginner,27,LinkedIn Learning,None,"Master Business Acumen, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0168,Junior DevOps Engineer - Advanced Concepts,Comprehensive entry-level course for Junior DevOps Engineer professionals focusing on Data Analytics and related competencies,DevOps Engineering,entry,Arts,Junior DevOps Engineer,Data Analytics,"Food Safety Management, Lesson Planning, Equipment Maintenance and Housekeeping",Intermediate,33,LinkedIn Learning,None,"Master Data Analytics, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0169,Junior DevOps Engineer - Practical Applications,Comprehensive entry-level course for Junior DevOps Engineer professionals focusing on Systems Thinking and related competencies,DevOps Engineering,entry,Agrifood,Junior DevOps Engineer,Systems Thinking,"Food Safety Management, Lesson Planning, Equipment Maintenance and Housekeeping",Beginner,30,Coursera,None,"Master Systems Thinking, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0170,Cloud Support Associate - Fundamentals,Comprehensive entry-level course for Cloud Support Associate professionals focusing on Programming and Coding and related competencies,DevOps Engineering,entry,Accountancy,Cloud Support Associate,Programming and Coding,"Equipment Maintenance and Housekeeping, Food Safety Management, Lesson Planning",Intermediate,33,Coursera,None,"Master Programming and Coding, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0171,Cloud Support Associate - Advanced Concepts,Comprehensive entry-level course for Cloud Support Associate professionals focusing on Systems Thinking and related competencies,DevOps Engineering,entry,Aerospace,Cloud Support Associate,Systems Thinking,"Food Safety Management, Lesson Planning, Equipment Maintenance and Housekeeping",Beginner,29,MasterClass,None,"Master Systems Thinking, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0172,Cloud Support Associate - Practical Applications,Comprehensive entry-level course for Cloud Support Associate professionals focusing on Systems Thinking and related competencies,DevOps Engineering,entry,Agrifood,Cloud Support Associate,Systems Thinking,"Equipment Maintenance and Housekeeping, Food Safety Management, Lesson Planning",Beginner,19,Coursera,None,"Master Systems Thinking, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0173,Infrastructure Intern - Fundamentals,Comprehensive entry-level course for Infrastructure Intern professionals focusing on Programming and Coding and related competencies,DevOps Engineering,entry,Accountancy,Infrastructure Intern,Programming and Coding,"Food Safety Management, Lesson Planning, Equipment Maintenance and Housekeeping",Beginner,29,MasterClass,None,"Master Programming and Coding, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0174,Infrastructure Intern - Advanced Concepts,Comprehensive entry-level course for Infrastructure Intern professionals focusing on Business Acumen and related competencies,DevOps Engineering,entry,Agrifood,Infrastructure Intern,Business Acumen,"Equipment Maintenance and Housekeeping, Food Safety Management, Lesson Planning",Intermediate,42,External Certification,None,"Master Business Acumen, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0175,Infrastructure Intern - Practical Applications,Comprehensive entry-level course for Infrastructure Intern professionals focusing on Programming and Coding and related competencies,DevOps Engineering,entry,Agrifood,Infrastructure Intern,Programming and Coding,"Food Safety Management, Equipment Maintenance and Housekeeping, Lesson Planning",Beginner,21,LinkedIn Learning,None,"Master Programming and Coding, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0176,DevOps Engineer - Fundamentals,Comprehensive mid-level course for DevOps Engineer professionals focusing on Equipment Maintenance and Housekeeping and related competencies,DevOps Engineering,mid,Aerospace,DevOps Engineer,Equipment Maintenance and Housekeeping,"Aircraft Sensing Components Maintenance, Programming and Coding, Data Analytics, Systems Thinking, Green Manufacturing Design and Implementation",Advanced,52,LinkedIn Learning,Completion of mid level requirements,"Master Equipment Maintenance and Housekeeping, develop 5 supporting skills, advance to mid proficiency",Senior level roles
C0177,DevOps Engineer - Advanced Concepts,Comprehensive mid-level course for DevOps Engineer professionals focusing on Financial Modelling and related competencies,DevOps Engineering,mid,Agrifood,DevOps Engineer,Financial Modelling,"Data Analytics, Aircraft Sensing Components Maintenance, Arts Curriculum Design, Green Manufacturing Design and Implementation, Business Acumen, Programming and Coding, Systems Thinking",Intermediate,60,LinkedIn Learning,Completion of mid level requirements,"Master Financial Modelling, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0178,DevOps Engineer - Practical Applications,Comprehensive mid-level course for DevOps Engineer professionals focusing on Lesson Planning and related competencies,DevOps Engineering,mid,Agrifood,DevOps Engineer,Lesson Planning,"Green Manufacturing Design and Implementation, Aircraft Sensing Components Maintenance, Programming and Coding, Systems Thinking, Arts Curriculum Design, Business Acumen, Data Analytics",Intermediate,35,Pluralsight,Completion of mid level requirements,"Master Lesson Planning, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0179,DevOps Engineer - Leadership Skills,Comprehensive mid-level course for DevOps Engineer professionals focusing on Equipment Maintenance and Housekeeping and related competencies,DevOps Engineering,mid,Accountancy,DevOps Engineer,Equipment Maintenance and Housekeeping,"Programming and Coding, Green Manufacturing Design and Implementation, Data Analytics, Aircraft Sensing Components Maintenance",Advanced,63,Udemy,Completion of mid level requirements,"Master Equipment Maintenance and Housekeeping, develop 4 supporting skills, advance to mid proficiency",Senior level roles
C0180,Site Reliability Engineer - Fundamentals,Comprehensive mid-level course for Site Reliability Engineer professionals focusing on Equipment Maintenance and Housekeeping and related competencies,DevOps Engineering,mid,Aerospace,Site Reliability Engineer,Equipment Maintenance and Housekeeping,"Systems Thinking, Programming and Coding, Green Manufacturing Design and Implementation, Arts Curriculum Design, Data Analytics",Intermediate,43,Udemy,Completion of mid level requirements,"Master Equipment Maintenance and Housekeeping, develop 5 supporting skills, advance to mid proficiency",Senior level roles
C0181,Site Reliability Engineer - Advanced Concepts,Comprehensive mid-level course for Site Reliability Engineer professionals focusing on Financial Modelling and related competencies,DevOps Engineering,mid,Aerospace,Site Reliability Engineer,Financial Modelling,"Data Analytics, Arts Curriculum Design, Systems Thinking, Business Acumen, Green Manufacturing Design and Implementation, Aircraft Sensing Components Maintenance, Programming and Coding",Intermediate,35,LinkedIn Learning,Completion of mid level requirements,"Master Financial Modelling, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0182,Site Reliability Engineer - Practical Applications,Comprehensive mid-level course for Site Reliability Engineer professionals focusing on Financial Modelling and related competencies,DevOps Engineering,mid,Arts,Site Reliability Engineer,Financial Modelling,"Programming and Coding, Arts Curriculum Design, Green Manufacturing Design and Implementation, Business Acumen, Data Analytics, Aircraft Sensing Components Maintenance, Systems Thinking",Intermediate,44,Udemy,Completion of mid level requirements,"Master Financial Modelling, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0183,Site Reliability Engineer - Leadership Skills,Comprehensive mid-level course for Site Reliability Engineer professionals focusing on Food Safety Management and related competencies,DevOps Engineering,mid,Aerospace,Site Reliability Engineer,Food Safety Management,"Data Analytics, Aircraft Sensing Components Maintenance, Green Manufacturing Design and Implementation, Business Acumen, Programming and Coding, Arts Curriculum Design",Advanced,74,Coursera,Completion of mid level requirements,"Master Food Safety Management, develop 6 supporting skills, advance to mid proficiency",Senior level roles
C0184,Cloud Engineer - Fundamentals,Comprehensive mid-level course for Cloud Engineer professionals focusing on Cyber Security and related competencies,DevOps Engineering,mid,Arts,Cloud Engineer,Cyber Security,"Systems Thinking, Programming and Coding, Arts Curriculum Design, Business Acumen, Data Analytics",Advanced,61,External Certification,Completion of mid level requirements,"Master Cyber Security, develop 5 supporting skills, advance to mid proficiency",Senior level roles
C0185,Cloud Engineer - Advanced Concepts,Comprehensive mid-level course for Cloud Engineer professionals focusing on Food Safety Management and related competencies,DevOps Engineering,mid,Agrifood,Cloud Engineer,Food Safety Management,"Green Manufacturing Design and Implementation, Business Acumen, Aircraft Sensing Components Maintenance, Arts Curriculum Design, Systems Thinking",Intermediate,47,LinkedIn Learning,Completion of mid level requirements,"Master Food Safety Management, develop 5 supporting skills, advance to mid proficiency",Senior level roles
